PulseResult

Table 1
Table No [#]	Vc+ [V]	Vc- [V]	Px [uC/cm2]	Pr+ [uC/cm2]	Pr- [uC/cm2]	Prrel+ [uC/cm2]	Prrel- [uC/cm2]	Psw [uC/cm2]	Pnsw [uC/cm2]	dPsw [uC/cm2]	Wloss [uJ/cm2]	Rav [Ohm]	Measurement Status []	Vmax+ [V]	Vmax- [V]	Pvmax+ [uC/cm2]	Pvmax- [uC/cm2]	Ipk+ [A]	Ipk- [A]	Write Pulse Time [s]	Write Pulse Rise Time [s]	Write Pulse Amplitude [V]	Pund Frequency [Hz]	Pund Amplitude [V]	Write Pulse Delay [s]	Pulse Points []	Read Pulse Delay [s]	Number of pulses []	Current Range []	
1.000000e+000	9.596670e-001	-1.966030e+000	-8.251400e+001	9.667890e+001	-8.616620e+001	9.245780e+001	-7.389290e+001	2.558050e+002	8.945420e+001	1.663510e+002	5.854210e+002	3.565640e+005	0.000000e+000	2.999870e+000	-2.956390e+000	1.819120e+002	-1.819120e+002	2.195910e-004	-2.077160e-004	1.000000e-003	1.000000e-003	3.000000e+000	2.500000e+003	3.000000e+000	1.990000e-001	4.010000e+002	1.000000e-003	5.000000e+000	5.000000e+000	

Pulse
Program: aixPlorer Software version 3.0.64.0
TimeStamp: 06/09/2025 18:39:37
TfaModule: PM
ProgramMode: 0
TfaFileType: data
BasicUnit: BU1012-1
TfaVersion: 4.4.0

Table 1
Timestamp: 06/09/2025 18:39:37
TableVersion: 4.4.0
Number of pulses: 5
Pulse Sequence: 0XUNDP-
Pulse Points: 401
Monitoring: YES
SampleName: 123
Area [mm2]: 0.0025
Thickness [nm]: 9
Number Of Ceramic Layers: 1
Current Range: 5 (1mA)
Voltage Monitor Range: passive monitor
Pund Frequency [Hz]: 2500
Pund Amplitude [V]: 3
Write Pulse Time [s]: 0.001
Write Pulse Rise Time [s]: 0.001
Write Pulse Amplitude [V]: 3
Waveform: 0
Read Pulse Delay [s]: 0.001
Write Pulse Delay [s]: 0.199
Settings: OM MON
Pvmax+ [uC/cm2]: 181.912
Pvmax- [uC/cm2]: -181.912
Pr+ [uC/cm2]: 96.6789
Pr- [uC/cm2]: -86.1662
Prrel+ [uC/cm2]: 92.4578
Prrel- [uC/cm2]: -73.8929
Px [uC/cm2]: -82.514
Pnsw [uC/cm2]: 89.4542
Psw [uC/cm2]: 255.805
dPsw [uC/cm2]: 166.351
Vc+ [V]: 0.959667
Vc- [V]: -1.96603
Rav [Ohm]: 356564
Wloss [uJ/cm2]: 585.421
Vmax+ [V]: 2.99987
Vmax- [V]: -2.95639
Ipk+ [A]: 0.000219591
Ipk- [A]: -0.000207716
Basic System: TFAnalyzer 3000
Measure Head: FE 929-2HSIN
MeasureHal Profile: default
Program Version: 3.0.64.0
Operator: Unknown
HV Amplifier: FE-Head (Monitored)
Measurement Topology: electrical 3, strain 3
Measurement Status: 0
Time [s]	V [V]	I [A]	P [uC/cm2]	Time [s]	V [V]	I [A]	P [uC/cm2]	Time [s]	V [V]	I [A]	P [uC/cm2]	Time [s]	V [V]	I [A]	P [uC/cm2]	Time [s]	V [V]	I [A]	P [uC/cm2]	
2.132187e-004	2.328732e-002	-1.050619e-006	9.551474e+001	1.413219e-003	2.249757e-002	-1.729151e-006	9.516131e+001	2.613219e-003	2.531491e-002	2.643629e-006	-8.293505e+001	3.813219e-003	2.459266e-002	2.126722e-006	-8.352617e+001	5.013219e-003	2.154784e-002	-2.246379e-006	9.541937e+001	
2.139669e-004	2.224406e-002	3.441654e-007	9.550417e+001	1.413967e-003	2.275941e-002	5.308160e-008	9.513623e+001	2.613967e-003	2.590863e-002	4.581173e-006	-8.282695e+001	3.813967e-003	2.345085e-002	2.217189e-006	-8.346118e+001	5.013967e-003	2.216601e-002	4.639659e-007	9.539270e+001	
2.147150e-004	2.227846e-002	-7.153202e-007	9.549861e+001	1.414715e-003	2.133817e-002	-3.123407e-006	9.509029e+001	2.614715e-003	2.523573e-002	2.070798e-006	-8.272742e+001	3.814715e-003	2.497089e-002	2.443635e-007	-8.342435e+001	5.014715e-003	2.136841e-002	-1.804013e-006	9.537265e+001	
2.154631e-004	2.255590e-002	-7.969985e-007	9.547599e+001	1.415463e-003	2.023820e-002	-2.536432e-007	9.503976e+001	2.615463e-003	2.455212e-002	2.317567e-006	-8.266176e+001	3.815463e-003	2.326662e-002	4.725993e-006	-8.334998e+001	5.015463e-003	2.228078e-002	-1.234878e-006	9.532717e+001	
2.162113e-004	2.271744e-002	1.913129e-007	9.546692e+001	1.416211e-003	2.068013e-002	-7.123524e-007	9.502531e+001	2.616211e-003	2.462873e-002	2.255409e-006	-8.259333e+001	3.816211e-003	2.590490e-002	1.895724e-006	-8.325090e+001	5.016211e-003	2.284716e-002	-2.040018e-006	9.527817e+001	
2.169594e-004	2.219359e-002	-2.535435e-006	9.543185e+001	1.416959e-003	2.194803e-002	-2.026014e-006	9.498434e+001	2.616959e-003	2.527991e-002	5.193974e-008	-8.255881e+001	3.816959e-003	2.367467e-002	2.323837e-006	-8.318776e+001	5.016959e-003	2.376400e-002	-3.024899e-006	9.520239e+001	
2.177075e-004	2.386648e-002	-2.100996e-006	9.536247e+001	1.417708e-003	2.204576e-002	-1.749010e-006	9.492785e+001	2.617708e-003	2.585971e-002	4.384037e-007	-8.255147e+001	3.817708e-003	2.434162e-002	2.078183e-006	-8.312189e+001	5.017708e-003	2.114688e-002	-8.063288e-007	9.514506e+001	
2.184557e-004	2.103568e-002	-3.278510e-006	9.528198e+001	1.418456e-003	2.263247e-002	-8.771041e-007	9.488856e+001	2.618456e-003	2.581432e-002	1.725315e-006	-8.251910e+001	3.818456e-003	2.340723e-002	2.038528e-006	-8.306030e+001	5.018456e-003	2.228656e-002	-2.922649e-006	9.508927e+001	
2.192038e-004	2.145322e-002	-2.043726e-006	9.520235e+001	1.419204e-003	2.141024e-002	-5.214411e-007	9.486763e+001	2.619204e-003	2.534367e-002	1.154433e-006	-8.247601e+001	3.819204e-003	2.470366e-002	3.886198e-006	-8.297165e+001	5.019204e-003	2.117554e-002	-3.083250e-006	9.499940e+001	
2.199520e-004	2.296238e-002	-3.814629e-006	9.511469e+001	1.419952e-003	2.111823e-002	-5.180586e-007	9.485208e+001	2.619952e-003	2.539152e-002	3.858067e-006	-8.240101e+001	3.819952e-003	2.491036e-002	1.049118e-006	-8.289780e+001	5.019952e-003	2.145162e-002	-2.403058e-006	9.491731e+001	
2.207001e-004	2.097366e-002	3.953501e-006	9.511677e+001	1.420700e-003	2.050398e-002	-4.737034e-007	9.483724e+001	2.620700e-003	2.532814e-002	4.461320e-007	-8.233661e+001	3.820700e-003	2.445453e-002	1.955199e-006	-8.285285e+001	5.020700e-003	2.188397e-002	-2.137480e-006	9.484937e+001	
2.214482e-004	2.050457e-002	2.723308e-006	9.521667e+001	1.421448e-003	2.192387e-002	1.415818e-006	9.485133e+001	2.621448e-003	2.483028e-002	6.952623e-007	-8.231953e+001	3.821448e-003	2.434451e-002	1.305351e-006	-8.280406e+001	5.021448e-003	2.239141e-002	9.433108e-007	9.483151e+001	
2.221964e-004	2.171791e-002	1.173470e-006	9.527498e+001	1.422196e-003	2.129536e-002	-5.564675e-006	9.478926e+001	2.622196e-003	2.405098e-002	2.725717e-006	-8.226834e+001	3.822196e-003	2.627981e-002	-1.599721e-006	-8.280847e+001	5.022196e-003	2.399598e-002	-2.031114e-006	9.481523e+001	
2.229445e-004	2.162753e-002	-9.425111e-007	9.527843e+001	1.422945e-003	2.164824e-002	-2.872764e-006	9.466301e+001	2.622945e-003	2.503904e-002	3.722101e-007	-8.222199e+001	3.822945e-003	2.497029e-002	-2.110498e-007	-8.283556e+001	5.022945e-003	2.044916e-002	9.616590e-007	9.479923e+001	
2.236926e-004	2.110174e-002	-1.637921e-006	9.523982e+001	1.423693e-003	2.200018e-002	-3.905218e-007	9.461418e+001	2.623693e-003	2.389651e-002	1.728852e-006	-8.219055e+001	3.823693e-003	2.494838e-002	-3.165718e-006	-8.288609e+001	5.023693e-003	2.131872e-002	2.125192e-006	9.484542e+001	
2.244408e-004	2.123503e-002	-3.183205e-007	9.521055e+001	1.424441e-003	2.164209e-002	-6.146437e-007	9.459914e+001	2.624441e-003	2.506786e-002	3.113086e-007	-8.216002e+001	3.824441e-003	2.340570e-002	5.155348e-008	-8.293268e+001	5.024441e-003	2.134976e-002	9.988401e-007	9.489216e+001	
2.251889e-004	2.007186e-002	3.434616e-007	9.521093e+001	1.425189e-003	2.199288e-002	-3.021007e-006	9.454474e+001	2.625189e-003	2.404517e-002	1.626667e-006	-8.213103e+001	3.825189e-003	2.485586e-002	2.546630e-006	-8.289381e+001	5.025189e-003	2.163455e-002	-8.649156e-007	9.489416e+001	
2.259370e-004	2.123306e-002	7.341714e-007	9.522705e+001	1.425937e-003	2.076058e-002	3.019432e-006	9.454472e+001	2.625937e-003	2.273670e-002	4.673604e-006	-8.203676e+001	3.825937e-003	2.433988e-002	-1.443316e-006	-8.287730e+001	5.025937e-003	2.142905e-002	-1.906521e-007	9.487837e+001	
2.266852e-004	2.216405e-002	-1.352035e-006	9.521781e+001	1.426685e-003	2.223649e-002	4.330755e-006	9.465470e+001	2.626685e-003	2.396321e-002	1.419979e-006	-8.194558e+001	3.826685e-003	2.566396e-002	1.989053e-006	-8.286913e+001	5.026685e-003	2.035682e-002	-1.164543e-006	9.485809e+001	
2.274333e-004	2.394099e-002	1.151934e-006	9.521481e+001	1.427433e-003	2.096880e-002	-4.869764e-006	9.464663e+001	2.627433e-003	2.522110e-002	-1.945211e-007	-8.192724e+001	3.827433e-003	2.448261e-002	1.756880e-007	-8.283674e+001	5.027433e-003	2.233377e-002	-3.341849e-007	9.483567e+001	
2.281815e-004	2.359490e-002	4.702636e-007	9.523909e+001	1.428181e-003	2.172179e-002	-1.622734e-006	9.454949e+001	2.628181e-003	2.404552e-002	5.318635e-007	-8.192220e+001	3.828181e-003	2.349311e-002	7.852994e-007	-8.282236e+001	5.028181e-003	2.330527e-002	-1.145288e-006	9.481353e+001	
2.289296e-004	2.330560e-002	-1.475326e-006	9.522405e+001	1.428930e-003	2.031650e-002	-2.706048e-006	9.448472e+001	2.628930e-003	2.360156e-002	2.057028e-006	-8.188346e+001	3.828930e-003	2.286936e-002	5.723094e-007	-8.280205e+001	5.028930e-003	2.306085e-002	-6.197249e-006	9.470367e+001	
2.296777e-004	2.268953e-002	-1.132541e-006	9.518503e+001	1.429678e-003	2.240598e-002	-1.428924e-007	9.444209e+001	2.629678e-003	2.354381e-002	1.861445e-006	-8.182483e+001	3.829678e-003	2.364979e-002	2.604091e-006	-8.275452e+001	5.029678e-003	2.183547e-002	4.292262e-006	9.467516e+001	
2.304259e-004	2.328815e-002	-1.876686e-006	9.514000e+001	1.430426e-003	2.093188e-002	2.576631e-008	9.444034e+001	2.630426e-003	2.248918e-002	2.365980e-007	-8.179344e+001	3.830426e-003	2.366101e-002	3.455008e-006	-8.266386e+001	5.030426e-003	2.049730e-002	3.857600e-006	9.479711e+001	
2.311740e-004	2.246787e-002	-3.410782e-006	9.506089e+001	1.431174e-003	2.190927e-002	1.507081e-006	9.446327e+001	2.631174e-003	2.365504e-002	2.629772e-006	-8.175055e+001	3.831174e-003	2.376269e-002	-3.531724e-006	-8.266501e+001	5.031174e-003	2.133125e-002	5.429429e-006	9.493606e+001	
2.319221e-004	2.095516e-002	-8.122753e-007	9.499770e+001	1.431922e-003	2.278059e-002	3.430631e-007	9.449096e+001	2.631922e-003	2.462212e-002	6.254329e-007	-8.170184e+001	3.831922e-003	2.426428e-002	-1.862529e-007	-8.272064e+001	5.031922e-003	2.164738e-002	-4.258373e-006	9.495359e+001	
2.326703e-004	2.246007e-002	-1.196321e-006	9.496764e+001	1.432670e-003	2.294453e-002	-8.869102e-007	9.448282e+001	2.632670e-003	2.466584e-002	1.728876e-006	-8.166661e+001	3.832670e-003	2.573847e-002	3.525004e-006	-8.267068e+001	5.032670e-003	2.087324e-002	-3.772369e-007	9.488423e+001	
2.334184e-004	2.328272e-002	9.359067e-007	9.496375e+001	1.433418e-003	2.211593e-002	1.801053e-006	9.449650e+001	2.633418e-003	2.334852e-002	5.811660e-007	-8.163205e+001	3.833418e-003	2.328955e-002	2.253011e-006	-8.258423e+001	5.033418e-003	2.134834e-002	-3.035583e-006	9.483316e+001	
2.341665e-004	2.243262e-002	-1.473621e-006	9.495570e+001	1.434167e-003	2.262920e-002	-1.607367e-006	9.449939e+001	2.634167e-003	2.380696e-002	2.154136e-006	-8.159112e+001	3.834167e-003	2.439897e-002	-2.785794e-006	-8.259220e+001	5.034167e-003	2.157484e-002	-1.068332e-008	9.478758e+001	
2.349147e-004	2.212252e-002	-6.354059e-008	9.493270e+001	1.434915e-003	2.092396e-002	2.354589e-006	9.451057e+001	2.634915e-003	2.550248e-002	5.500496e-007	-8.155066e+001	3.834915e-003	2.404534e-002	4.772763e-006	-8.256247e+001	5.034915e-003	2.243917e-002	-1.216758e-006	9.476921e+001	
2.356628e-004	2.254960e-002	-5.819371e-007	9.492304e+001	1.435663e-003	2.127187e-002	-1.467409e-007	9.454361e+001	2.635663e-003	2.342369e-002	1.217632e-006	-8.152421e+001	3.835663e-003	2.501157e-002	2.364522e-006	-8.245568e+001	5.035663e-003	2.182580e-002	-1.462155e-006	9.472913e+001	
2.364109e-004	2.145070e-002	-2.409008e-006	9.487829e+001	1.436411e-003	2.069926e-002	-2.670987e-006	9.450145e+001	2.636411e-003	2.397398e-002	2.932610e-007	-8.150160e+001	3.836411e-003	2.336899e-002	1.690825e-006	-8.239500e+001	5.036411e-003	2.112354e-002	-2.174243e-006	9.467472e+001	
2.371591e-004	2.282542e-002	-9.779153e-007	9.482761e+001	1.437159e-003	2.157574e-002	-2.653378e-007	9.445751e+001	2.637159e-003	2.418257e-002	7.838726e-007	-8.148549e+001	3.837159e-003	2.313471e-002	1.915719e-006	-8.234103e+001	5.037159e-003	2.185345e-002	-3.443570e-006	9.459066e+001	
2.379072e-004	2.284672e-002	-1.081725e-006	9.479680e+001	1.437907e-003	2.101991e-002	-2.358747e-006	9.441825e+001	2.637907e-003	2.486831e-002	1.630061e-006	-8.144937e+001	3.837907e-003	2.334317e-002	1.312803e-006	-8.229273e+001	5.037907e-003	2.192416e-002	9.664855e-007	9.455360e+001	
2.386554e-004	2.346217e-002	-5.556911e-007	9.477230e+001	1.438655e-003	2.073520e-002	-1.397383e-006	9.436205e+001	2.638655e-003	2.348120e-002	7.526491e-007	-8.141372e+001	3.838655e-003	2.481836e-002	-2.050708e-008	-8.227339e+001	5.038655e-003	2.244774e-002	-4.294115e-006	9.450381e+001	
2.394035e-004	2.172811e-002	-2.074065e-006	9.473295e+001	1.439403e-003	2.110005e-002	1.432276e-006	9.436257e+001	2.639403e-003	2.290709e-002	-1.675106e-007	-8.140496e+001	3.839403e-003	2.422745e-002	-3.778808e-006	-8.233024e+001	5.039403e-003	2.100020e-002	2.148681e-006	9.447171e+001	
2.401516e-004	2.153761e-002	4.223600e-006	9.476511e+001	1.440152e-003	2.163980e-002	-1.748481e-006	9.435784e+001	2.640152e-003	2.380168e-002	4.018605e-006	-8.134734e+001	3.840152e-003	2.444400e-002	2.277686e-006	-8.235270e+001	5.040152e-003	2.258706e-002	7.320936e-007	9.451481e+001	
2.408998e-004	2.175374e-002	1.086916e-006	9.484457e+001	1.440900e-003	2.090393e-002	2.651892e-006	9.437136e+001	2.640900e-003	2.416444e-002	3.660484e-007	-8.128173e+001	3.840900e-003	2.312311e-002	-1.564831e-006	-8.234203e+001	5.040900e-003	2.204625e-002	-2.990189e-006	9.448102e+001	
2.416479e-004	2.167978e-002	9.238356e-008	9.486222e+001	1.441648e-003	1.977236e-002	-2.951310e-006	9.436688e+001	2.641648e-003	2.494733e-002	5.358600e-007	-8.126824e+001	3.841648e-003	2.545861e-002	-5.526182e-007	-8.237372e+001	5.041648e-003	2.105429e-002	2.681627e-006	9.447641e+001	
2.423960e-004	2.131600e-002	-1.966235e-006	9.483418e+001	1.442396e-003	2.125525e-002	-2.866765e-006	9.427982e+001	2.642396e-003	2.394310e-002	1.455591e-007	-8.125804e+001	3.842396e-003	2.497647e-002	3.271173e-007	-8.237709e+001	5.042396e-003	2.242755e-002	-1.339479e-007	9.451453e+001	
2.431442e-004	2.008350e-002	-1.096161e-008	9.480459e+001	1.443144e-003	2.176639e-002	-4.175878e-007	9.423068e+001	2.643144e-003	2.485286e-002	1.195501e-007	-8.125407e+001	3.843144e-003	2.531946e-002	-2.723541e-006	-8.241295e+001	5.043144e-003	2.265407e-002	-1.271522e-006	9.449350e+001	
2.438923e-004	2.218715e-002	-6.343258e-007	9.479494e+001	1.443892e-003	2.134295e-002	-8.851615e-007	9.421119e+001	2.643892e-003	2.441789e-002	-1.123774e-006	-8.126910e+001	3.843892e-003	2.580537e-002	3.709014e-006	-8.239820e+001	5.043892e-003	2.224226e-002	2.555955e-006	9.451272e+001	
2.446404e-004	2.131689e-002	-3.333277e-007	9.478046e+001	1.444640e-003	2.156396e-002	1.623147e-006	9.422223e+001	2.644640e-003	2.349931e-002	3.720060e-006	-8.123025e+001	3.844640e-003	2.395687e-002	-1.970585e-006	-8.237219e+001	5.044640e-003	2.233359e-002	-2.753787e-006	9.450976e+001	
2.453886e-004	2.198725e-002	4.179634e-006	9.483801e+001	1.445389e-003	2.214270e-002	1.180053e-006	9.426417e+001	2.645389e-003	2.511631e-002	-9.106165e-007	-8.118822e+001	3.845389e-003	2.681238e-002	-1.583139e-007	-8.240404e+001	5.045389e-003	2.188787e-002	-1.285964e-007	9.446663e+001	
2.461367e-004	2.084021e-002	-6.888330e-006	9.479748e+001	1.446137e-003	2.060080e-002	1.015002e-006	9.429702e+001	2.646137e-003	2.428544e-002	-4.201998e-007	-8.120813e+001	3.846137e-003	2.579311e-002	2.922383e-006	-8.236269e+001	5.046137e-003	2.369865e-002	-1.574505e-006	9.444114e+001	
2.468849e-004	2.211633e-002	2.781986e-007	9.469858e+001	1.446885e-003	2.188048e-002	-1.341056e-006	9.429214e+001	2.646885e-003	2.349364e-002	1.666409e-006	-8.118948e+001	3.846885e-003	2.463721e-002	1.773439e-007	-8.231631e+001	5.046885e-003	2.261116e-002	-2.480918e-006	9.438046e+001	
2.476330e-004	2.132025e-002	-2.961376e-007	9.469831e+001	1.447633e-003	2.180267e-002	-7.985900e-007	9.426012e+001	2.647633e-003	2.428448e-002	-3.086814e-007	-8.116917e+001	3.847633e-003	2.621409e-002	1.681113e-006	-8.228850e+001	5.047633e-003	2.169544e-002	-4.243895e-007	9.433699e+001	
2.483811e-004	2.166838e-002	-3.847792e-007	9.468812e+001	1.448381e-003	2.308406e-002	-1.916544e-007	9.424531e+001	2.648381e-003	2.362931e-002	1.803772e-006	-8.114680e+001	3.848381e-003	2.410153e-002	1.197187e-006	-8.224543e+001	5.048381e-003	2.378683e-002	-2.666788e-006	9.429074e+001	
2.491293e-004	2.209567e-002	-1.425272e-007	9.468023e+001	1.449129e-003	2.331151e-002	-1.814204e-006	9.421529e+001	2.649129e-003	2.389692e-002	2.924582e-006	-8.107605e+001	3.849129e-003	2.331961e-002	1.282446e-006	-8.220833e+001	5.049129e-003	2.194168e-002	2.984793e-006	9.429550e+001	
2.498774e-004	2.407079e-002	-2.982474e-007	9.467363e+001	1.449877e-003	2.193927e-002	1.091921e-007	9.418978e+001	2.649877e-003	2.414783e-002	-1.439844e-006	-8.105383e+001	3.849877e-003	2.435814e-002	1.905224e-007	-8.218629e+001	5.049877e-003	2.075404e-002	-1.275981e-006	9.432107e+001	
2.506255e-004	2.225853e-002	-5.911294e-007	9.466033e+001	1.450626e-003	2.234244e-002	5.615672e-007	9.419982e+001	2.650626e-003	2.371263e-002	3.739111e-007	-8.106978e+001	3.850626e-003	2.494298e-002	-4.632480e-007	-8.219037e+001	5.050626e-003	2.127911e-002	1.762455e-006	9.432835e+001	
2.513737e-004	2.404574e-002	-2.027601e-006	9.462114e+001	1.451374e-003	2.164932e-002	-1.194102e-006	9.419035e+001	2.651374e-003	2.377021e-002	2.286009e-007	-8.106076e+001	3.851374e-003	2.383496e-002	1.237878e-006	-8.217878e+001	5.051374e-003	2.223912e-002	1.666670e-006	9.437966e+001	
2.521218e-004	2.353343e-002	1.737589e-006	9.461680e+001	1.452122e-003	2.238084e-002	-3.685311e-007	9.416697e+001	2.652122e-003	2.385562e-002	3.072100e-007	-8.105275e+001	3.852122e-003	2.549949e-002	-2.256089e-006	-8.219401e+001	5.052122e-003	2.107145e-002	1.000421e-007	9.440609e+001	
2.528699e-004	2.419261e-002	-1.355829e-006	9.462252e+001	1.452870e-003	2.158358e-002	-9.054107e-007	9.414791e+001	2.652870e-003	2.386167e-002	-3.965751e-007	-8.105408e+001	3.852870e-003	2.447398e-002	-1.376976e-006	-8.224838e+001	5.052870e-003	2.208417e-002	1.492737e-007	9.440982e+001	
2.536181e-004	2.375721e-002	-6.019101e-007	9.459322e+001	1.453618e-003	2.201676e-002	-1.165871e-006	9.411692e+001	2.653618e-003	2.477049e-002	3.704286e-007	-8.105448e+001	3.853618e-003	2.418195e-002	4.198844e-006	-8.220615e+001	5.053618e-003	2.118084e-002	-1.884927e-006	9.438385e+001	
2.543662e-004	2.260828e-002	1.723193e-006	9.461000e+001	1.454366e-003	2.156693e-002	-1.159239e-007	9.409774e+001	2.654366e-003	2.455889e-002	1.718395e-006	-8.102322e+001	3.854366e-003	2.418695e-002	1.904390e-007	-8.214048e+001	5.054366e-003	2.250738e-002	-2.242078e-006	9.432210e+001	
2.551143e-004	2.302231e-002	-1.667421e-006	9.461083e+001	1.455114e-003	2.191501e-002	-9.732786e-007	9.408144e+001	2.655114e-003	2.327281e-002	-1.312236e-006	-8.101714e+001	3.855114e-003	2.518976e-002	3.640083e-006	-8.208316e+001	5.055114e-003	2.253217e-002	-1.254855e-006	9.426978e+001	
2.558625e-004	2.179686e-002	-3.320429e-006	9.453620e+001	1.455862e-003	2.166239e-002	-4.904853e-007	9.405954e+001	2.655862e-003	2.545696e-002	1.462227e-006	-8.101490e+001	3.855862e-003	2.536121e-002	-1.245747e-006	-8.204734e+001	5.055862e-003	2.173149e-002	-1.858584e-006	9.422319e+001	
2.566106e-004	2.136122e-002	-1.381567e-007	9.448445e+001	1.456611e-003	2.201939e-002	3.822988e-007	9.405792e+001	2.656611e-003	2.440780e-002	6.890950e-007	-8.098271e+001	3.856611e-003	2.489353e-002	1.398637e-006	-8.204505e+001	5.056611e-003	2.214521e-002	-1.773498e-006	9.416884e+001	
2.573588e-004	2.193068e-002	-2.371311e-006	9.444690e+001	1.457359e-003	2.260147e-002	1.345189e-006	9.408377e+001	2.657359e-003	2.441259e-002	-2.921504e-007	-8.097677e+001	3.857359e-003	2.461438e-002	-7.681087e-007	-8.203561e+001	5.057359e-003	2.198407e-002	-1.614574e-006	9.411815e+001	
2.581069e-004	2.260883e-002	-5.051719e-007	9.440386e+001	1.458107e-003	2.198889e-002	-1.303548e-006	9.408439e+001	2.658107e-003	2.367652e-002	1.101645e-006	-8.096466e+001	3.858107e-003	2.474034e-002	-9.607189e-007	-8.206148e+001	5.058107e-003	2.272434e-002	1.844197e-006	9.412159e+001	
2.588550e-004	2.254584e-002	5.510149e-006	9.447875e+001	1.458855e-003	2.223599e-002	-5.271835e-008	9.406410e+001	2.658855e-003	2.459207e-002	6.204867e-007	-8.093889e+001	3.858855e-003	2.424436e-002	2.302432e-007	-8.207241e+001	5.058855e-003	2.341459e-002	-1.384672e-006	9.412846e+001	
2.596032e-004	2.156255e-002	1.213422e-006	9.457935e+001	1.459603e-003	2.153617e-002	1.110049e-006	9.407992e+001	2.659603e-003	2.475862e-002	8.880206e-007	-8.091632e+001	3.859603e-003	2.571205e-002	1.832147e-007	-8.206623e+001	5.059603e-003	2.164129e-002	-1.106906e-006	9.409118e+001	
2.603513e-004	2.166192e-002	-5.153009e-007	9.458980e+001	1.460351e-003	2.302064e-002	-2.529310e-006	9.405868e+001	2.660351e-003	2.499029e-002	7.403385e-007	-8.089195e+001	3.860351e-003	2.535622e-002	-2.525453e-006	-8.210127e+001	5.060351e-003	2.070682e-002	-2.181193e-006	9.404198e+001	
2.610994e-004	2.228046e-002	1.241789e-009	9.458211e+001	1.461099e-003	2.119896e-002	-9.873776e-007	9.400606e+001	2.661099e-003	2.521823e-002	8.353802e-008	-8.087963e+001	3.861099e-003	2.416546e-002	-6.217385e-007	-8.214836e+001	5.061099e-003	2.346584e-002	7.532267e-007	9.402061e+001	
2.618476e-004	2.261751e-002	-3.150198e-007	9.457741e+001	1.461848e-003	2.242334e-002	-2.284445e-006	9.395711e+001	2.661848e-003	2.552903e-002	2.777915e-006	-8.083681e+001	3.861848e-003	2.417442e-002	-1.418335e-006	-8.217889e+001	5.061848e-003	2.221482e-002	-2.782203e-007	9.402772e+001	
2.625957e-004	2.224922e-002	-2.239325e-006	9.453919e+001	1.462596e-003	2.192163e-002	-4.842361e-007	9.391568e+001	2.662596e-003	2.533078e-002	-1.985582e-006	-8.082496e+001	3.862596e-003	2.392241e-002	1.701996e-006	-8.217464e+001	5.062596e-003	2.140037e-002	-8.828178e-007	9.401035e+001	
2.633438e-004	2.149886e-002	6.318229e-007	9.451514e+001	1.463344e-003	2.140222e-002	-1.534428e-006	9.388548e+001	2.663344e-003	2.404398e-002	7.795728e-006	-8.073802e+001	3.863344e-003	2.338908e-002	-3.212014e-006	-8.219724e+001	5.063344e-003	2.152321e-002	2.141848e-006	9.402919e+001	
2.640920e-004	2.300058e-002	-1.641082e-006	9.450004e+001	1.464092e-003	2.067551e-002	8.134765e-007	9.387469e+001	2.664092e-003	2.489479e-002	-3.719915e-007	-8.062694e+001	3.864092e-003	2.307047e-002	1.903124e-006	-8.221682e+001	5.064092e-003	2.078844e-002	5.654401e-007	9.406970e+001	
2.648401e-004	2.215306e-002	-2.123840e-006	9.444371e+001	1.464840e-003	2.207297e-002	2.456107e-006	9.392361e+001	2.664840e-003	2.376948e-002	-3.694507e-006	-8.068779e+001	3.864840e-003	2.373684e-002	8.134137e-007	-8.217617e+001	5.064840e-003	2.068637e-002	-1.197591e-006	9.406024e+001	
2.655882e-004	2.157192e-002	3.971314e-007	9.441787e+001	1.465588e-003	2.159033e-002	-1.218194e-007	9.395854e+001	2.665588e-003	2.397409e-002	1.318731e-006	-8.072334e+001	3.865588e-003	2.409484e-002	2.565180e-006	-8.212562e+001	5.065588e-003	2.068200e-002	7.044412e-008	9.404337e+001	
2.663364e-004	2.115490e-002	-1.553330e-006	9.440057e+001	1.466336e-003	2.230889e-002	2.498221e-006	9.399410e+001	2.666336e-003	2.439219e-002	-9.283838e-007	-8.071750e+001	3.866336e-003	2.259438e-002	1.857329e-006	-8.205945e+001	5.066336e-003	2.270990e-002	-8.379671e-007	9.403189e+001	
2.670845e-004	2.332147e-002	-1.259473e-006	9.435848e+001	1.467085e-003	2.227897e-002	-4.621199e-006	9.396233e+001	2.667085e-003	2.406673e-002	-1.092792e-007	-8.073302e+001	3.867085e-003	2.316088e-002	8.491426e-007	-8.201895e+001	5.067085e-003	2.217126e-002	-3.168961e-006	9.397193e+001	
2.678327e-004	2.287918e-002	3.834127e-007	9.434538e+001	1.467833e-003	2.179356e-002	6.877366e-008	9.389421e+001	2.667833e-003	2.447936e-002	1.402246e-007	-8.073256e+001	3.867833e-003	2.314048e-002	1.968661e-006	-8.197679e+001	5.067833e-003	2.185387e-002	2.456731e-006	9.396128e+001	
2.685808e-004	2.341356e-002	3.942901e-007	9.435701e+001	1.468581e-003	2.364499e-002	2.064866e-007	9.389833e+001	2.668581e-003	2.428427e-002	3.428086e-007	-8.072533e+001	3.868581e-003	2.329314e-002	8.544338e-007	-8.193455e+001	5.068581e-003	2.089868e-002	-3.538844e-007	9.399274e+001	
